ruler,regnalyear,jyear,1,2,3,4,5,6,7,8,9,10,11,12,13
DARIUS II,14,-410,4/17,5/16,6/15,7/14,8/13,9/11,10/11,11/10,12/9,1/8,2/6,3/6
DARIUS II,15,-409,4/5,5/4,6/3,7/3,8/1,8/31,9/30,10/29,11/28,12/28,1/26,2/25
DARIUS II,16,-408,3/26,4/24,5/24,6/22,7/22,8/20,9/19,10/18,11/17,12/17,1/15,2/14,3/16
DARIUS II,17,-407,4/14,5/14,6/12,7/11,8/10,9/8,10/8,11/6,12/6,1/4,2/3,3/5
DARIUS II,18,-406,4/3,5/3,6/2,7/1,7/30,8/29,9/27,10/26,11/25,12/24,1/23,2/22
DARIUS II,19,-405,4/21,5/21,6/19,7/19,8/17,9/15,10/15,11/13,12/13,1/11,2/10,3/11
ARTAXERXES II,1,-404,4/10,5/9,6/8,7/8,8/6,9/5,10/4,11/3,12/2,1/1,1/30,2/28
ARTAXERXES II,2,-403,3/30,4/29,5/28,6/27,7/26,8/25,9/24,10/23,11/22,12/21,1/19,2/18,8/19
ARTAXERXES II,3,-402,4/18,5/18,6/16,7/16,8/15,9/13,10/13,11/12,12/11,1/10,2/8,3/9
ARTAXERXES II,4,-401,4/7,5/6,6/5,7/4,8/3,9/1,10/1,10/30,11/29,12/28,1/27,2/25
ARTAXERXES II,5,-400,3/27,4/25,5/25,6/23,7/23,8/22,9/20,10/20,11/18,12/18,1/16,2/15,8/16
ARTAXERXES II,6,-399,4/15,5/14,6/13,7/12,8/11,9/10,10/9,11/8,12/8,1/6,2/5,3/7
ARTAXERXES II,7,-398,4/5,5/4,6/3,7/2,7/31,8/30,9/28,10/28,11/27,12/26,1/25,2/24,3/24
ARTAXERXES II,8,-397,4/23,5/22,6/21,7/20,8/18,9/17,10/16,11/15,12/14,1/13,2/12,3/13
ARTAXERXES II,9,-396,4/12,5/12,6/10,7/10,8/8,9/6,10/6,11/4,12/4,1/2,2/1,3/2
ARTAXERXES II,10,-395,4/1,4/30,5/30,6/28,7/28,8/27,9/25,10/25,11/23,12/23,1/21,2/19,3/21
ARTAXERXES II,11,-394,4/20,5/19,6/18,7/17,8/16,9/15,10/14,11/13,12/12,1/10,2/9,3/9
ARTAXERXES II,12,-393,4/8,5/7,6/6,7/6,8/4,9/3,10/2,11/1,11/30,12/30,1/28,2/27
ARTAXERXES II,13,-392,3/29,4/27,5/26,6/25,7/25,8/23,9/22,10/21,11/20,12/19,1/18,2/16,8/18
ARTAXERXES II,14,-391,4/17,5/16,6/14,7/14,8/13,9/11,10/11,11/9,12/9,1/7,2/5,3/7
ARTAXERXES II,15,-390,4/6,5/5,6/4,7/3,8/2,9/1,9/30,10/30,11/28,12/28,1/26,2/25
ARTAXERXES II,16,-389,3/26,4/24,5/24,6/22,7/21,8/20,9/18,10/18,11/16,12/16,1/15,2/13,3/15
ARTAXERXES II,17,-388,4/14,5/13,6/12,7/11,8/10,9/8,10/7,11/6,12/5,1/4,2/2,3/4
ARTAXERXES II,18,-387,4/3,5/2,6/1,7/1,7/30,8/28,9/27,10/26,11/25,12/24,1/23,2/21,3/23
ARTAXERXES II,19,-386,4/22,5/21,6/20,7/20,8/18,9/17,10/16,11/14,12/14,1/12,2/11,3/11
ARTAXERXES II,20,-385,4/10,5/9,6/8,7/8,8/6,9/5,10/4,11/3,12/2,1/1,1/30,3/1,3/30
ARTAXERXES II,21,-384,4/29,5/28,6/27,7/26,8/25,9/23,10/23,11/21,12/21,1/19,2/18,3/19
ARTAXERXES II,22,-383,4/18,5/17,6/16,7/15,8/14,9/13,10/12,11/11,12/11,1/10,2/8,3/10
ARTAXERXES II,23,-382,4/8,5/7,6/5,7/5,8/3,9/2,10/2,10/31,11/29,12/29,1/27,2/26
ARTAXERXES II,24,-381,3/26,4/25,5/24,6/23,7/23,8/21,9/20,10/19,11/18,12/18,1/17,2/15,3/17
ARTAXERXES II,25,-380,4/15,5/15,6/13,7/12,8/11,9/9,10/9,11/7,12/7,1/6,2/4,3/6
ARTAXERXES II,26,-379,4/5,5/4,6/3,7/2,7/31,8/30,9/28,10/28,11/26,12/26,1/24,2/23,3/24
ARTAXERXES II,27,-378,4/23,5/22,6/21,7/20,8/19,9/18,10/17,11/16,12/15,1/13,2/12,3/12
ARTAXERXES II,28,-377,4/11,5/11,6/9,7/9,8/7,9/6,10/5,11/4,12/3,1/2,1/31,3/2
ARTAXERXES II,29,-376,3/31,4/30,5/29,6/28,7/28,8/26,9/25,10/24,11/23,12/22,1/21,2/19,3/21
ARTAXERXES II,30,-375,4/19,5/19,6/17,7/17,8/15,9/14,10/14,11/12,12/12,1/10,2/9,3/10
ARTAXERXES II,31,-374,4/9,5/8,6/7,7/6,8/5,9/4,10/3,11/2,12/2,12/31,1/30,2/28
ARTAXERXES II,32,-373,3/29,4/27,5/26,6/25,7/24,8/23,9/22,10/21,11/20,12/20,1/18,2/17,3/18
ARTAXERXES II,33,-372,4/17,5/16,6/14,7/14,8/12,9/11,10/11,11/9,12/9,1/7,2/6,3/8
ARTAXERXES II,34,-371,4/6,5/6,6/4,7/4,8/2,8/31,9/30,10/29,11/28,12/27,1/26,2/24
ARTAXERXES II,35,-370,3/26,4/24,5/24,6/23,7/22,8/21,9/19,10/19,11/17,12/17,1/15,2/14,3/14
ARTAXERXES II,36,-369,4/13,5/12,6/11,7/10,8/9,9/8,10/7,11/6,12/5,1/4,2/2,3/4
ARTAXERXES II,37,-368,4/2,5/2,5/31,6/30,7/29,8/28,9/27,10/26,11/24,12/24,1/22,2/21,3/22
ARTAXERXES II,38,-367,4/21,5/21,6/19,7/19,8/18,9/16,10/15,11/14,12/13,1/12,2/10,3/12
ARTAXERXES II,39,-366,4/10,5/10,6/8,7/8,8/7,9/5,10/5,11/3,12/3,1/1,1/31,2/29
ARTAXERXES II,40,-365,3/30,4/28,5/28,6/26,7/26,8/24,9/23,10/23,11/21,12/21,1/19,2/17,3/19
ARTAXERXES II,41,-364,4/18,5/17,6/16,7/15,8/14,9/13,10/12,11/11,12/10,1/9,2/8,3/9
ARTAXERXES II,42,-363,4/8,5/7,6/5,7/5,8/3,9/2,10/2,10/31,11/29,12/29,1/28,2/27
ARTAXERXES II,43,-362,3/28,4/27,5/26,6/24,7/24,8/22,9/21,10/20,11/19,12/18,1/17,2/15,3/16
ARTAXERXES II,44,-361,4/15,5/14,6/12,7/12,8/11,9/9,10/9,11/7,12/7,1/5,2/4,3/5
ARTAXERXES II,45,-360,4/4,5/3,6/2,7/1,7/31,8/29,9/28,10/27,11/26,12/26,1/24,2/23,3/24
ARTAXERXES II,46,-359,4/22,5/22,6/21,7/20,8/19,9/17,10/17,11/15,12/15,1/14,2/12,3/13
ARTAXERXES III,1,-358,4/12,5/11,6/10,7/10,8/8,9/7,10/6,11/5,12/4,1/3,2/1,3/2
ARTAXERXES III,2,-357,3/31,4/30,5/29,6/28,7/28,8/26,9/25,10/24,11/23,12/22,1/21,2/19,3/20
ARTAXERXES III,3,-356,4/19,5/19,6/17,7/17,8/15,9/14,10/14,11/12,12/12,1/11,2/9,3/11
ARTAXERXES III,4,-355,4/9,5/8,6/7,7/6,8/5,9/3,10/3,11/2,12/1,12/31,1/29,2/28
ARTAXERXES III,5,-354,3/30,4/28,5/27,6/26,7/25,8/24,9/22,10/22,11/20,12/20,1/18,2/17,3/17
ARTAXERXES III,6,-353,4/16,5/15,6/14,7/13,8/12,9/11,10/10,11/9,12/8,1/7,2/5,3/7
ARTAXERXES III,7,-352,4/6,5/5,6/3,7/3,8/1,8/31,9/30,10/29,11/28,12/27,1/25,2/24
ARTAXERXES III,8,-351,3/26,4/24,5/24,6/22,7/22,8/20,9/19,10/18,11/17,12/17,1/15,2/13,3/15
ARTAXERXES III,9,-350,4/13,5/13,6/12,7/11,8/10,9/8,10/8,11/7,12/6,1/4,2/3,3/3
ARTAXERXES III,10,-349,4/2,5/1,5/31,6/30,7/29,8/28,9/26,10/26,11/24,12/24,1/22,2/21,3/22
ARTAXERXES III,11,-348,4/21,5/20,6/19,7/18,8/17,9/16,10/15,11/14,12/13,1/12,2/10,3/11
ARTAXERXES III,12,-347,4/10,5/10,6/8,7/8,8/6,9/5,10/5,11/3,12/3,1/2,1/31,3/2
ARTAXERXES III,13,-346,3/31,4/29,5/29,6/27,7/27,8/25,9/24,10/23,11/22,12/22,1/20,2/19,3/20
ARTAXERXES III,14,-345,4/18,5/17,6/16,7/15,8/14,9/12,10/12,11/10,12/10,1/8,2/6,3/8
ARTAXERXES III,15,-344,4/7,5/6,6/5,7/4,8/3,9/2,10/1,10/31,11/29,12/29,1/27,2/25
ARTAXERXES III,16,-343,3/27,4/26,5/25,6/24,7/23,8/22,9/21,10/20,11/19,12/18,1/16,2/15,3/16
ARTAXERXES III,17,-342,4/15,5/14,6/13,7/13,8/11,9/10,10/9,11/8,12/7,1/6,2/4,3/5
ARTAXERXES III,18,-341,4/3,5/3,6/2,7/1,7/31,8/29,9/28,10/27,11/26,12/25,1/24,2/22,3/24
ARTAXERXES III,19,-340,4/22,5/22,6/20,7/20,8/18,9/17,10/17,11/15,12/15,1/13,2/12,3/13
ARTAXERXES III,20,-339,4/12,5/11,6/10,7/9,8/8,9/7,10/6,11/5,12/4,1/3,2/1,3/2
ARTAXERXES III,21,-338,4/1,5/1,5/30,6/29,7/28,8/27,9/25,10/25,11/23,12/23,1/21,2/20,3/20
ARSES,1,-337,4/19,5/18,6/17,7/17,8/15,9/14,10/13,11/12,12/11,1/10,2/8,3/10
ARSES,2,-336,4/9,5/8,6/6,7/6,8/5,9/3,10/3,11/1,12/1,12/30,1/29,2/27
DARIUS III,1,-335,3/29,4/27,5/27,6/25,7/25,8/24,9/22,10/22,11/20,12/20,1/18,2/17,3/18
DARIUS III,2,-334,4/17,5/16,6/15,7/14,8/13,9/11,10/11,11/10,12/9,1/8,2/6,3/6
DARIUS III,3,-333,4/5,5/4,6/3,7/3,8/1,8/31,9/29,10/29,11/27,12/27,1/25,2/24
DARIUS III,4,-332,3/25,4/24,5/23,6/22,7/22,8/20,9/19,10/18,11/17,12/17,1/15,2/13,3/15
DARIUS III,5,-331,4/13,5/13,6/11,7/11,8/9,9/8,10/8,11/6,12/6,1/4,2/2,3/4
ALEXANDER I,7,-330,4/3,5/2,6/1,6/30,7/30,8/28,9/27,10/26,11/25,12/24,1/23,2/21,3/22
ALEXANDER I,8,-329,4/21,5/20,6/18,7/18,8/17,9/15,10/15,11/13,12/13,1/12,2/11,3/12
ALEXANDER I,9,-328,4/11,5/10,6/8,7/8,8/6,9/5,10/4,11/3,12/2,1/1,1/31,3/1
ALEXANDER I,10,-327,3/31,4/29,5/28,6/27,7/26,8/25,9/24,10/23,11/22,12/21,1/20,2/18,3/20
ALEXANDER I,11,-326,4/19,5/18,6/17,7/16,8/14,9/13,10/12,11/11,12/10,1/9,2/7,3/8
ALEXANDER I,12,-325,4/7,5/6,6/4,7/4,8/3,9/1,10/1,10/30,11/29,12/28,1/27,2/25
ALEXANDER I,13,-324,3/27,4/25,5/25,6/23,7/23,8/22,9/20,10/20,11/18,12/18,1/16,2/15,3/16
ALEXANDER I,14,-323,4/15,5/14,6/13,7/12,8/11,9/10,10/9,11/8,12/7,1/6,2/4,3/6
PHILIP ARRHIDAEUS,2,-322,4/4,5/4,6/2,7/2,7/31,8/30,9/28,10/28,11/26,12/26,1/24,2/23,3/23
PHILIP ARRHIDAEUS,3,-321,4/22,5/21,6/20,7/20,8/18,9/17,10/16,11/15,12/14,1/13,2/11,3/13
PHILIP ARRHIDAEUS,4,-320,4/12,5/11,6/9,7/9,8/8,9/6,10/6,11/4,12/4,1/2,2/1,3/2
PHILIP ARRHIDAEUS,5,-319,4/1,4/30,5/30,6/28,7/28,8/27,9/25,10/25,11/23,12/23,1/21,2/19,3/21
PHILIP ARRHIDAEUS,6,-318,4/20,5/19,6/18,7/17,8/16,9/15,10/14,11/13,12/12,1/10,2/9,3/9
PHILIP ARRHIDAEUS,7,-317,4/8,5/7,6/6,7/6,8/4,9/3,10/2,11/1,11/30,12/30,1/28,2/27
PHILIP ARRHIDAEUS,8,-316,3/28,4/27,5/26,6/25,7/25,8/23,9/22,10/21,11/20,12/19,1/18,2/16,3/18
ALEXANDER II,2,-315,4/16,5/16,6/14,7/14,8/13,9/11,10/11,11/9,12/9,1/7,2/5,3/7
ALEXANDER II,3,-314,4/5,5/5,6/4,7/3,8/2,9/1,9/30,10/30,11/28,12/27,1/26,2/24
ALEXANDER II,4,-313,3/25,4/23,5/23,6/22,7/21,8/20,9/18,10/18,11/16,12/16,1/14,2/13,3/14
ALEXANDER II,5,-312,4/13,5/12,6/11,7/10,8/9,9/8,10/7,11/6,12/5,1/4,2/2,3/4
SELEUCID ERA,1,-311,4/3,5/2,5/31,6/30,7/30,8/28,9/27,10/26,11/25,12/24,1/23,2/21,3/23
SELEUCID ERA,2,-310,4/22,5/21,6/19,7/19,8/17,9/16,10/16,11/14,12/14,1/12,2/11,3/12
SELEUCID ERA,3,-309,4/10,5/10,6/8,7/7,8/6,9/4,10/4,11/2,12/2,12/31,1/30,2/28
SELEUCID ERA,4,-308,3/30,4/28,5/28,6/26,7/26,8/25,9/23,10/23,11/21,12/21,1/19,2/18,3/19
SELEUCID ERA,5,-307,4/18,5/17,6/16,7/15,8/14,9/13,10/12,11/11,12/10,1/9,2/7,3/9
SELEUCID ERA,6,-306,4/7,5/7,6/5,7/5,8/3,9/2,10/2,10/31,11/29,12/29,1/27,2/26
SELEUCID ERA,7,-305,3/26,4/25,5/24,6/23,7/23,8/21,9/20,10/19,11/18,12/17,1/16,2/14,3/16
SELEUCID ERA,8,-304,4/14,5/14,6/12,7/12,8/11,9/9,10/9,11/7,12/7,1/5,2/4,3/5
SELEUCID ERA,9,-303,4/4,5/3,6/2,7/1,7/31,8/30,9/28,10/28,11/26,12/26,1/24,2/23,3/24
SELEUCID ERA,10,-302,4/23,5/22,6/21,7/20,8/19,9/18,10/17,11/16,12/16,1/14,2/13,3/13
SELEUCID ERA,11,-301,4/12,5/11,6/9,7/9,8/7,9/6,10/5,11/4,12/3,1/2,2/1,3/2
SELEUCID ERA,12,-300,4/1,5/1,5/30,6/28,7/28,8/26,9/25,10/24,11/23,12/22,1/21,2/19,3/21
SELEUCID ERA,13,-299,4/20,5/19,6/17,7/17,8/15,9/14,10/14,11/12,12/12,1/10,2/9,3/10
SELEUCID ERA,14,-298,4/9,5/8,6/7,7/6,8/5,9/4,10/3,11/2,12/1,12/30,1/29,2/27
SELEUCID ERA,15,-297,3/28,4/26,5/26,6/25,7/24,8/23,9/21,10/21,11/19,12/19,1/17,2/16,3/17
SELEUCID ERA,16,-296,4/16,5/16,6/14,7/14,8/12,9/11,10/11,11/9,12/8,1/7,2/5,3/7
SELEUCID ERA,17,-295,4/5,5/5,6/3,7/3,8/2,8/31,9/30,10/29,11/28,12/27,1/26,2/24
SELEUCID ERA,18,-294,3/26,4/24,5/24,6/23,7/22,8/21,9/19,10/19,11/17,12/17,1/15,2/14,3/14
SELEUCID ERA,19,-293,4/13,5/12,6/11,7/10,8/9,9/8,10/7,11/6,12/5,1/4,2/2,3/4
SELEUCID ERA,20,-292,4/3,5/2,5/31,6/30,7/29,8/28,9/27,10/26,11/24,12/24,1/22,2/21,3/22
SELEUCID ERA,21,-291,4/21,5/20,6/19,7/19,8/17,9/16,10/15,11/14,12/13,1/12,2/10,3/12
SELEUCID ERA,22,-290,4/10,5/10,6/8,7/8,8/7,9/5,10/5,11/3,12/3,1/1,1/31,2/29
SELEUCID ERA,23,-289,3/30,4/28,5/28,6/26,7/26,8/24,9/23,10/23,11/21,12/21,1/19,2/17,3/19
SELEUCID ERA,24,-288,4/17,5/17,6/16,7/15,8/14,9/13,10/12,11/11,12/10,1/8,2/7,3/8
SELEUCID ERA,25,-287,4/7,5/7,6/5,7/5,8/3,9/2,10/2,10/31,11/29,12/29,1/27,2/26
SELEUCID ERA,26,-286,3/27,4/26,5/25,6/24,7/24,8/22,9/21,10/20,11/19,12/18,1/17,2/15,3/16
SELEUCID ERA,27,-285,4/14,5/14,6/12,7/12,8/11,9/9,10/9,11/7,12/7,1/5,2/4,3/6
SELEUCID ERA,28,-284,4/4,5/3,6/2,7/1,7/31,8/29,9/28,10/27,11/26,12/26,1/24,2/23,3/25
SELEUCID ERA,29,-283,4/23,5/22,6/21,7/20,8/19,9/17,10/17,11/15,12/15,1/14,2/12,3/13
SELEUCID ERA,30,-282,4/12,5/11,6/10,7/10,8/8,9/7,10/6,11/5,12/4,1/3,2/1,3/2
SELEUCID ERA,31,-281,3/31,4/30,5/29,6/28,7/28,8/26,9/25,10/24,11/23,12/22,1/21,2/19,3/20
SELEUCID ERA,32,-280,4/19,5/19,6/17,7/17,8/15,9/14,10/14,11/12,12/12,1/10,2/8,3/10
SELEUCID ERA,33,-279,4/8,5/8,6/7,7/6,8/5,9/3,10/3,11/2,12/1,12/31,1/29,2/27
SELEUCID ERA,34,-278,3/29,4/27,5/27,6/26,7/25,8/24,9/22,10/22,11/20,12/20,1/18,2/17,3/17
SELEUCID ERA,35,-277,4/16,5/15,6/14,7/13,8/12,9/11,10/10,11/9,12/8,1/7,2/5,3/7
SELEUCID ERA,36,-276,4/5,5/5,6/3,7/3,8/1,8/31,9/30,10/29,11/28,12/27,1/26,2/25
SELEUCID ERA,37,-275,3/26,4/24,5/24,6/22,7/22,8/20,9/19,10/18,11/17,12/17,1/15,2/13,3/15
SELEUCID ERA,38,-274,4/14,5/13,6/12,7/11,8/10,9/8,10/8,11/6,12/6,1/4,2/3,3/3
SELEUCID ERA,39,-273,4/2,5/1,5/31,6/30,7/29,8/28,9/26,10/26,11/24,12/24,1/22,2/21,3/22
SELEUCID ERA,40,-272,4/21,5/20,6/19,7/18,8/17,9/16,10/15,11/14,12/13,1/12,2/10,3/11
SELEUCID ERA,41,-271,4/10,5/10,6/8,7/8,8/6,9/5,10/5,11/3,12/3,1/1,1/30,3/1
SELEUCID ERA,42,-270,3/30,4/29,5/28,6/27,7/27,8/25,9/24,10/23,11/22,12/21,1/20,2/18,3/19
SELEUCID ERA,43,-269,4/17,5/17,6/16,7/15,8/14,9/12,10/12,11/10,12/10,1/8,2/6,3/8
SELEUCID ERA,44,-268,4/7,5/6,6/5,7/4,8/3,9/2,10/1,10/31,11/29,12/29,1/27,2/25
SELEUCID ERA,45,-267,3/27,4/26,5/25,6/24,7/23,8/22,9/21,10/20,11/19,12/18,1/16,2/15,3/16
SELEUCID ERA,46,-266,4/15,5/14,6/13,7/13,8/11,9/10,10/9,11/8,12/7,1/6,2/4,3/5
SELEUCID ERA,47,-265,4/4,5/3,6/2,7/1,7/31,8/29,9/28,10/27,11/26,12/25,1/24,2/22,3/24
SELEUCID ERA,48,-264,4/23,5/22,6/20,7/20,8/18,9/17,10/17,11/15,12/15,1/13,2/12,3/13
SELEUCID ERA,49,-263,4/12,5/11,6/10,7/9,8/8,9/7,10/6,11/5,12/4,1/3,2/1,3/2
SELEUCID ERA,50,-262,4/1,5/1,5/30,6/29,7/28,8/27,9/25,10/25,11/23,12/23,1/21,2/20,3/20
SELEUCID ERA,51,-261,4/18,5/18,6/17,7/17,8/15,9/14,10/13,11/12,12/11,1/10,2/8,3/10
SELEUCID ERA,52,-260,4/8,5/8,6/6,7/6,8/5,9/3,10/3,11/1,12/1,12/30,1/29,2/27
SELEUCID ERA,53,-259,3/29,4/27,5/27,6/25,7/25,8/24,9/22,10/22,11/20,12/20,1/18,2/17,3/18
SELEUCID ERA,54,-258,4/17,5/16,6/15,7/14,8/13,9/11,10/11,11/10,12/9,1/8,2/6,3/6
SELEUCID ERA,55,-257,4/5,5/4,6/3,7/3,8/1,8/31,9/29,10/29,11/27,12/27,1/25,2/24
SELEUCID ERA,56,-256,3/26,4/24,5/23,6/22,7/22,8/20,9/19,10/18,11/17,12/16,1/15,2/13,3/15
SELEUCID ERA,57,-255,4/14,5/13,6/11,7/11,8/9,9/8,10/8,11/6,12/6,1/4,2/2,3/4
SELEUCID ERA,58,-254,4/3,5/2,6/1,6/30,7/30,8/28,9/27,10/26,11/25,12/24,1/23,2/21,3/22
SELEUCID ERA,59,-253,4/20,5/20,6/18,7/18,8/17,9/15,10/15,11/13,12/13,1/11,2/10,3/11
SELEUCID ERA,60,-252,4/9,5/9,6/8,7/7,8/6,9/5,10/4,11/3,12/2,1/1,1/30,2/28
SELEUCID ERA,61,-251,3/30,4/29,5/28,6/27,7/26,8/25,9/23,10/23,11/22,12/21,1/19,2/18,3/19
SELEUCID ERA,62,-250,4/18,5/17,6/16,7/16,8/14,9/13,10/12,11/11,12/10,1/9,2/7,3/8
SELEUCID ERA,63,-249,4/7,5/6,6/4,7/4,8/3,9/1,10/1,10/30,11/29,12/28,1/27,2/25
SELEUCID ERA,64,-248,3/27,4/25,5/25,6/23,7/23,8/22,9/20,10/20,11/18,12/18,1/16,2/15,3/16
SELEUCID ERA,65,-247,4/15,5/14,6/13,7/12,8/11,9/10,10/9,11/8,12/7,1/6,2/4,3/6
SELEUCID ERA,66,-246,4/4,5/4,6/2,7/2,7/31,8/30,9/28,10/28,11/26,12/26,1/24,2/23,3/23
SELEUCID ERA,67,-245,4/22,5/21,6/20,7/20,8/18,9/17,10/16,11/15,12/14,1/13,2/11,3/13
SELEUCID ERA,68,-244,4/11,5/11,6/9,7/9,8/8,9/6,10/6,11/4,12/4,1/2,2/1,3/2
SELEUCID ERA,69,-243,3/31,4/30,5/30,6/28,7/28,8/27,9/25,10/25,11/23,12/23,1/21,2/19,3/21
SELEUCID ERA,70,-242,4/19,5/19,6/18,7/17,8/16,9/15,10/14,11/13,12/12,1/10,2/9,3/9
SELEUCID ERA,71,-241,4/8,5/7,6/6,7/6,8/4,9/3,10/2,11/1,11/30,12/30,1/28,2/27
SELEUCID ERA,72,-240,3/29,4/27,5/26,6/25,7/25,8/23,9/22,10/21,11/20,12/19,1/18,2/16,3/18
SELEUCID ERA,73,-239,4/17,5/16,6/14,7/14,8/13,9/11,10/11,11/9,12/9,1/7,2/5,3/7
SELEUCID ERA,74,-238,4/6,5/5,6/4,7/3,8/2,9/1,9/30,10/30,11/28,12/27,1/26,2/24
SELEUCID ERA,75,-237,3/25,4/23,5/23,6/22,7/21,8/20,9/18,10/18,11/16,12/16,1/14,2/13,3/14
SELEUCID ERA,76,-236,4/13,5/12,6/11,7/10,8/9,9/8,10/7,11/6,12/5,1/4,2/2,3/4
SELEUCID ERA,77,-235,4/2,5/2,5/31,6/30,7/30,8/28,9/27,10/26,11/25,12/24,1/22,2/21,3/23
SELEUCID ERA,78,-234,4/21,5/21,6/19,7/19,8/17,9/16,10/16,11/14,12/14,1/12,2/10,3/11
SELEUCID ERA,79,-233,4/9,5/9,6/7,7/7,8/6,9/4,10/4,11/2,12/2,12/31,1/30,2/28
SELEUCID ERA,80,-232,3/30,4/28,5/28,6/26,7/26,8/25,9/23,10/23,11/21,12/21,1/19,2/18,3/20
SELEUCID ERA,81,-231,4/18,5/17,6/16,7/15,8/14,9/12,10/12,11/11,12/10,1/9,2/8,3/9
SELEUCID ERA,82,-230,4/8,5/7,6/5,7/5,8/3,9/2,10/2,10/31,11/29,12/29,1/27,2/26
SELEUCID ERA,83,-229,3/27,4/25,5/24,6/23,7/23,8/21,9/20,10/19,11/18,12/17,1/16,2/14,3/16
SELEUCID ERA,84,-228,4/15,5/14,6/12,7/12,8/11,9/9,10/9,11/7,12/7,1/5,2/4,3/5
SELEUCID ERA,85,-227,4/4,5/3,6/2,7/1,7/31,8/30,9/28,10/28,11/26,12/26,1/24,2/23,3/24
SELEUCID ERA,86,-226,4/22,5/22,6/21,7/20,8/19,9/18,10/17,11/16,12/15,1/13,2/12,3/12
SELEUCID ERA,87,-225,4/11,5/11,6/9,7/9,8/7,9/6,10/5,11/4,12/3,1/2,1/31,3/2
SELEUCID ERA,88,-224,3/31,4/30,5/29,6/28,7/28,8/26,9/25,10/24,11/23,12/22,1/21,2/19,3/21
SELEUCID ERA,89,-223,4/19,5/19,6/17,7/17,8/15,9/14,10/14,11/12,12/12,1/10,2/9,3/10
SELEUCID ERA,90,-222,4/9,5/8,6/7,7/6,8/5,9/4,10/3,11/2,12/1,12/30,1/29,2/27
SELEUCID ERA,91,-221,3/28,4/26,5/26,6/25,7/24,8/23,9/21,10/21,11/19,12/19,1/17,2/16,3/17
SELEUCID ERA,92,-220,4/16,5/16,6/14,7/14,8/12,9/11,10/11,11/9,12/8,1/7,2/5,3/7
SELEUCID ERA,93,-219,4/5,5/5,6/3,7/3,8/2,8/31,9/30,10/29,11/28,12/27,1/26,2/24
SELEUCID ERA,94,-218,3/25,4/24,5/24,6/23,7/22,8/21,9/19,10/19,11/17,12/17,1/15,2/14,3/14
SELEUCID ERA,95,-217,4/12,5/12,6/11,7/10,8/9,9/8,10/7,11/6,12/5,1/4,2/2,3/4
SELEUCID ERA,96,-216,4/2,5/2,5/31,6/30,7/29,8/28,9/27,10/26,11/24,12/24,1/22,2/21,3/22
SELEUCID ERA,97,-215,4/21,5/20,6/19,7/19,8/17,9/16,10/15,11/14,12/13,1/12,2/10,3/12
SELEUCID ERA,98,-214,4/10,5/10,6/8,7/8,8/7,9/5,10/5,11/3,12/3,1/1,1/31,2/29
SELEUCID ERA,99,-213,3/30,4/28,5/28,6/26,7/26,8/24,9/23,10/23,11/21,12/21,1/19,2/17,3/19
SELEUCID ERA,100,-212,4/18,5/17,6/16,7/15,8/14,9/13,10/12,11/11,12/10,1/8,2/7,3/8
SELEUCID ERA,101,-211,4/7,5/7,6/5,7/5,8/3,9/2,10/2,10/31,11/29,12/29,1/27,2/26
SELEUCID ERA,102,-210,3/27,4/26,5/25,6/24,7/24,8/22,9/21,10/20,11/19,12/18,1/17,2/15,3/15
SELEUCID ERA,103,-209,4/14,5/14,6/12,7/12,8/11,9/9,10/9,11/7,12/7,1/5,2/4,3/5
SELEUCID ERA,104,-208,4/3,5/3,6/2,7/1,7/31,8/29,9/28,10/28,11/26,12/26,1/24,2/23,3/24
SELEUCID ERA,105,-207,4/22,5/22,6/21,7/20,8/19,9/17,10/17,11/15,12/15,1/14,2/12,3/13
SELEUCID ERA,106,-206,4/12,5/11,6/10,7/10,8/8,9/7,10/6,11/5,12/4,1/3,2/1,3/2
SELEUCID ERA,107,-205,3/31,4/30,5/29,6/28,7/28,8/26,9/25,10/24,11/23,12/22,1/21,2/19,3/20
SELEUCID ERA,108,-204,4/19,5/19,6/17,7/17,8/15,9/14,10/14,11/12,12/12,1/10,2/8,3/10
SELEUCID ERA,109,-203,4/9,5/8,6/7,7/6,8/5,9/3,10/3,11/2,12/1,12/31,1/29,2/27
SELEUCID ERA,110,-202,3/29,4/27,5/27,6/26,7/25,8/24,9/22,10/22,11/20,12/20,1/18,2/17,3/17
SELEUCID ERA,111,-201,4/16,5/15,6/14,7/14,8/12,9/11,10/10,11/9,12/8,1/7,2/5,3/7
SELEUCID ERA,112,-200,4/5,5/5,6/3,7/3,8/1,8/31,9/30,10/28,11/28,12/27,1/25,2/24
SELEUCID ERA,113,-199,3/25,4/24,5/24,6/22,7/22,8/20,9/19,10/18,11/17,12/17,1/15,2/13,3/15
SELEUCID ERA,114,-198,4/13,5/13,6/12,7/11,8/10,9/8,10/8,11/6,12/6,1/4,2/3,3/3
SELEUCID ERA,115,-197,4/2,5/1,5/31,6/30,7/29,8/28,9/26,10/26,11/24,12/24,1/22,2/21,3/22
SELEUCID ERA,116,-196,4/21,5/20,6/19,7/18,8/17,9/16,10/15,11/14,12/13,1/12,2/10,3/11
SELEUCID ERA,117,-195,4/10,5/10,6/8,7/8,8/6,9/5,10/5,11/3,12/3,1/1,1/30,3/1
